title,published_at,content,url,source_name,domain,sub_domain,crawled_at,category,category_method
This Surprising Factor May Predict Heart Disease Decades Before It Strikes,2026-07-01,"Adverse neighborhood conditions in early adulthood may raise the risk of early
cardiovascular disease
decades later.
Your ZIP code may reveal more about your future heart health than previously understood. In a new study published in
Nature Communications
, researchers found that people exposed to more adverse neighborhood conditions in early adulthood faced a greater risk of developing coronary artery calcification decades later, suggesting that the places people live can leave lasting biological fingerprints on the cardiovascular system.
Northwestern Medicine
team reached the finding using a newly developed index that combines multiple neighborhood characteristics, rather than examining them one at a time, to better capture the cumulative impact of local environments on cardiovascular health.
“This study helps move the field forward by shifting from a focus on individual lifestyle risk factors to a more comprehensive understanding of how neighborhood context shapes health,” said Lifang Hou, MD, PhD, professor of Preventive Medicine and of Pediatrics, who was senior author of the study.
Cardiovascular disease remains the leading cause of death in the U.S. and around the world, according to the Centers for Disease Control and Prevention.
A growing body of research has shown that where people live, including the
broader environment
around their homes, can affect both cardiovascular health and the likelihood of developing cardiovascular disease.
Earlier studies have examined how single social factors, such as income or education, are connected to heart health. Far fewer have looked at how several neighborhood conditions together may shape cardiovascular risk across many years, according to Hou.
“We identified a critical knowledge gap: the need for a more comprehensive way to measure neighborhood social determinants of health and understand how these exposures, starting in early adulthood, influence cardiovascular risk across the life course,” said Hou, who is also director of the Center for Global Oncology at the Robert J. Havey, MD Institute for Global Health.
To investigate that gap, Hou’s team analyzed data from the CARDIA (Coronary Artery Risk Development in Young Adults) study, a long-term cohort study that tracks how behavioral, environmental and race- and sex-associated factors influence cardiovascular disease development and aging. Using those data, the scientists built a new neighborhood social determinants of health index and connected it with coronary artery calcification (CAC), an important marker of early cardiovascular disease that had been measured repeatedly over time.
The scientists then applied advanced statistical and
machine learning
methods to examine how neighborhood social determinants related to cardiovascular risk after accounting for individual-level factors. They also assessed whether those relationships differed across patient populations.
The analysis showed that participants exposed to more adverse neighborhood social determinants of health in early adulthood faced a greater risk of developing CAC later in life. The connection was stronger among Black participants than among white participants.
Hou said the results indicate that neighborhood social determinants early in life can have long-lasting biological effects on cardiovascular health. The work could support more context-aware risk assessment in clinical care, guide population- and community-level prevention efforts, and improve understanding of differences in cardiovascular risk.
“By integrating multiple neighborhood social determinants into a single index, we can better capture how these factors accumulate over time and influence cardiovascular risk. Importantly, our findings show that neighborhood social determinants are not just abstract concepts — they are linked to measurable biological changes, such as coronary artery calcification,” Hou said.
Hou said her team plans to examine whether the same approach can be applied to other cardiovascular outcomes, including myocardial infarction and heart failure. The group also hopes to identify modifiable neighborhood social determinants of health that could serve as targets for intervention.
The scientists also plan to test the index in other patient cohorts and geographic settings. In addition, they want to better understand how shifts in neighborhood conditions over time may affect cardiovascular disease risk.
“This study highlights the unique value of long-term longitudinal research in uncovering how early-life neighborhood environments shape health across decades, providing important evidence to inform both clinical practice and population health strategies,” Hou said.
Reference: “Developing a novel index for neighborhood social determinants of cardiovascular diseases in the CARDIA study” by Tao Gao, Yinan Zheng, Brian T. Joyce, Lei Liu, Lili Liu, Catarina Kiefe, Sarah Forrester, Penny Gordon-Larsen, Chunyu Liu, Donald Lloyd-Jones, Kai Zhang and Lifang Hou, 31 March 2026,
Nature Communications
DOI: 10.1038/s41467-026-70741-4
The CARDIA study is conducted and supported by the National Heart, Lung, and Blood Institute (NHLBI) in collaboration with the University of Alabama at Birmingham (75N92023D00002 and 75N92023D00005),
Northwestern University
(75N92023D00004), University of Minnesota (75N92023D00006) and Kaiser Foundation Research Institute (75N92023D00003). CARDIA is also partially supported by the Intramural Research Program of the National Institute on Aging (NIA) and an intra-agency agreement between NIA and NHLBI (AG0005). This work was also supported by American Heart Association grants 17SFRN33700278 and 14SFRN20790000 and NIA grants R01AG069120, R01AG081244 and U01AG088658.
Never miss a breakthrough:
Join the SciTechDaily newsletter.
Follow us on
Epidemiology
Northwestern University
Public Health
This Simple Blood Test Could Outperform “Bad Cholesterol” in Preventing Heart Disease
New Research Finds Eating Lots of Avocados Has Public Health Benefits for Issues Like Obesity
The Latest Research on Coffee and Your Risk for Heart Rhythm Problems – Good News
First-Ever Transient Pacemaker Harmlessly Dissolves in Body – Disappears After It’s No Longer Needed
Low-Dose Aspirin Use for Heart Disease May Reduce Likelihood of COVID-19 Infection
Popular Energy Drinks’ Harmful Effects on Heart Revealed in New Research
Vape Flavorings Are Cardiotoxic and Can Damage the Heart
COVID-19’s Impact on the Heart – An In-Depth Look
New Study Makes Clear: Meat Isn’t Good for You",https://scitechdaily.com/this-surprising-factor-may-predict-heart-disease-decades-before-it-strikes/,scitechdaily,综合科技,无,2026-07-01T16:28:29+00:00,,
Amazon Web Services Creates Forward Deployed Engineer Organization,2026-07-01,"Amazon Web Services Creates Forward Deployed Engineer Organization — The Information
Read this briefing for free",https://www.theinformation.com/briefings/amazon-web-services-creates-forward-deployed-engineer-organization,the information,综合科技,科技金融,2026-07-01T16:32:06+00:00,,
Anthropic Backtracks Spyware Targeting Chinese Users After Controversy,2026-07-01,"Anthropic Backtracks Spyware Targeting Chinese Users After Controversy — The Information
Read this briefing for free",https://www.theinformation.com/briefings/anthropic-backtracks-spyware-targeting-chinese-users-controversy,the information,综合科技,科技金融,2026-07-01T16:31:42+00:00,,
Anthropic Preps Claude Agent in Microsoft Teams,2026-07-01,Subscribe to unlock,https://www.theinformation.com/newsletters/applied-ai/anthropic-preps-claude-agent-microsoft-teams,the information,综合科技,科技金融,2026-07-01T16:32:04+00:00,,
"Anthropic Runs Pre-Clinical Drug Trials, Launches Sonnet 5 Model",2026-07-01,"Anthropic Runs Pre-Clinical Drug Trials, Launches Sonnet 5 Model — The Information
Read this briefing for free",https://www.theinformation.com/briefings/anthropic-unfolds-claude-science-app-runs-pre-clinical-drug-trials,the information,综合科技,科技金融,2026-07-01T16:32:00+00:00,,
Bending Spoons Prices IPO Above Preliminary Range,2026-07-01,"Bending Spoons Prices IPO Above Preliminary Range — The Information
Read this briefing for free",https://www.theinformation.com/briefings/bending-spoons-prices-ipo-preliminary-range,the information,综合科技,科技金融,2026-07-01T16:31:31+00:00,,
Customer Support Tickets That Code,2026-07-01,Subscribe to unlock,https://www.theinformation.com/newsletters/ai-agenda/customer-support-tickets-code,the information,综合科技,科技金融,2026-07-01T16:31:33+00:00,,
Exclusive: Jefferies Hires Goldman Sachs’ Alex Tingle as Global Head of Digital Infrastructure Banking,2026-07-01,"Exclusive: Jefferies Hires Goldman Sachs’ Alex Tingle as Global Head of Digital Infrastructure Banking — The Information
Read this briefing for free",https://www.theinformation.com/briefings/exclusive-jefferies-hires-goldman-sachs-alex-tingle-global-head-digital-infrastructure-banking,the information,综合科技,科技金融,2026-07-01T16:32:02+00:00,,
Exclusive: Nvidia Funds Security Firm Verkada,2026-07-01,"Exclusive: Nvidia Funds Security Firm Verkada — The Information
Read this briefing for free",https://www.theinformation.com/briefings/exclusive-nvidia-funds-security-firm-verkada,the information,综合科技,科技金融,2026-07-01T16:31:44+00:00,,
How Elon Musk Is Building the Terafab Team Inside Tesla,2026-07-01,Subscribe to unlock,https://www.theinformation.com/articles/elon-musk-building-terafab-team-inside-tesla,the information,综合科技,科技金融,2026-07-01T16:31:40+00:00,,
Lime Prices IPO at $25 a Share,2026-07-01,"Lime Prices IPO at $25 a Share — The Information
Read this briefing for free",https://www.theinformation.com/briefings/lime-prices-ipo-25-share,the information,综合科技,科技金融,2026-07-01T16:31:46+00:00,,
Meituan Releases New AI Model Trained Entirely on Chinese Chips,2026-07-01,"Meituan Releases New AI Model Trained Entirely on Chinese Chips — The Information
Read this briefing for free",https://www.theinformation.com/briefings/meituan-releases-new-ai-model-trained-entirely-chinese-chips,the information,综合科技,科技金融,2026-07-01T16:31:48+00:00,,
Meta Said to Plan AI Cloud Business Push,2026-07-01,"Meta Said to Plan AI Cloud Business Push — The Information
Read this briefing for free",https://www.theinformation.com/briefings/meta-plans-ai-cloud-business-push,the information,综合科技,科技金融,2026-07-01T16:31:36+00:00,,
"Microsoft Plans Thousands of Layoffs in Sales, Engineering, Xbox",2026-07-01,"Microsoft Plans Thousands of Layoffs in Sales, Engineering, Xbox — The Information
Read this briefing for free",https://www.theinformation.com/briefings/microsoft-plans-thousands-layoffs-sales-engineering-xbox,the information,综合科技,科技金融,2026-07-01T16:31:38+00:00,,
Optical Networking Startup Taps Into Investors’ Chip Envy,2026-07-01,Subscribe to unlock,https://www.theinformation.com/newsletters/dealmaker/optical-networking-startup-taps-investors-chip-envy,the information,综合科技,科技金融,2026-07-01T16:31:54+00:00,,
Schneider Electric Agrees to Buy Industrial AI Firm Cognite for $3.1 billion,2026-07-01,"Schneider Electric Agrees to Buy Industrial AI Firm Cognite for $3.1 billion — The Information
Read this briefing for free",https://www.theinformation.com/briefings/schneider-electric-agrees-buy-industrial-ai-firm-cognite-3-1-billion,the information,综合科技,科技金融,2026-07-01T16:31:58+00:00,,
Stripe and Co. Take On Circle and Tether in Stablecoins,2026-07-01,Subscribe to unlock,https://www.theinformation.com/newsletters/the-briefing/stripe-co-take-circle-tether-stablecoins,the information,综合科技,科技金融,2026-07-01T16:31:50+00:00,,
"Stripe, Visa, Mastercard Join Consortium Launching New Stablecoin",2026-07-01,"Stripe, Visa, Mastercard Join Consortium Launching New Stablecoin — The Information
Read this briefing for free",https://www.theinformation.com/briefings/stripe-visa-mastercard-join-consortium-launching-new-stablecoin,the information,综合科技,科技金融,2026-07-01T16:32:08+00:00,,
U.S. Eases Export Curbs on Anthropic’s Fable Model,2026-07-01,"U.S. Eases Export Curbs on Anthropic’s Fable Model — The Information
Read this briefing for free",https://www.theinformation.com/briefings/u-s-plans-ease-export-curbs-anthropics-fable-model,the information,综合科技,科技金融,2026-07-01T16:31:52+00:00,,
Why GPU Server Prices Are Unpredictable,2026-07-01,Subscribe to unlock,https://www.theinformation.com/newsletters/ai-infrastructure/gpu-server-prices-unpredictable,the information,综合科技,科技金融,2026-07-01T16:31:56+00:00,,
氢气管输工程成套技术与标准体系发布--中国能源新闻网,2026-07-01,"氢气管输工程成套技术与标准体系发布--中国能源新闻网
中电传媒股份有限公司主办
氢气管输工程成套技术与标准体系发布
记者29日从国家管网集团获悉，该集团日前正式发布氢气管输工程技术方案与成套标准，为氢气管输的接入、储运、交付建立了完整的技术规范与标准体系。这填补了我国长距离、规模化氢气管输成套技术与标准的空白，标志着我国氢气长输管道实现从单点技术攻关向体系化应用的关键跨越。
“本次发布的氢气管输工程成套技术，紧扣新建氢气管道、天然气管道掺氢评估与改造、氢气接入与交付、运行管理、维修维护、安全管理和完整性管理等工程核心需求，首次构建氢气管输工程技术图谱，它可以应用于新建氢气管道和在役天然气管道改输及其掺氢输送。”中国工程院院士、中国石油大学（北京）教授张来斌表示。
同步发布的标准体系及成套企业标准，全面覆盖氢气管道材料、设计、施工、安全、运维等全流程关键环节，为氢气管输工程试点示范、规模化推广提供权威规范的技术依据和标准支撑。
管道输送作为氢能“制储输用”的关键环节，是实现氢气大规模、长距离、高可靠运输的核心路径，更是“新型能源质能网”建设的重要组成部分。其对于完善新型能源体系、推动氢能产业规模化落地具有基础性支撑作用。
“国家管网集团持续推进氢能管输技术攻关与产业布局，目前已攻克高压临氢环境管道适应性评价、站场安全防护等技术难题，为氢气管输工程建设、运维管理提供了坚实的技术保障。”国家管网集团资深技术专家、研究总院副院长陈朋超表示。
据介绍，在氢能管输技术攻关与产业布局领域，国家管网集团依托“全国一张网”资源优势，目前已形成集核心技术、标准体系、试验平台于一体的综合能力。此次氢气管输工程成套技术与标准体系的发布，将有效破解我国氢气管输规模化发展的技术壁垒与标准瓶颈，有力支撑我国氢能产业化、规模化发展，为能源强国建设持续注入绿色“氢”动力。（
“十四五”能源高质量发展
电动汽车电池新国标7月落地，安全门槛再升级
中国首个高海拔光氢储一体化项目累计发电量超40亿千瓦时
全球首台5兆瓦级全碳型锂离子超级电容试验成功
装机占比超60% 新疆新能源产业活力迸发
1至5月云南新能源电池产业增加值同比增长78.2％
山西新能源全面“报量报价”参与现货市场
我国将启动2026年新能源汽车下乡
承德大力发展清洁能源产业",https://cpnn.com.cn/news/xny/202607/t20260701_1899009.html,中国电力新闻网-新能源,综合新能源,新能源,2026-07-01T17:04:32+00:00,,
氢气管输工程成套技术与标准体系发布--中国能源新闻网,2026-07-01,"氢气管输工程成套技术与标准体系发布--中国能源新闻网
中电传媒股份有限公司主办
氢气管输工程成套技术与标准体系发布
记者29日从国家管网集团获悉，该集团日前正式发布氢气管输工程技术方案与成套标准，为氢气管输的接入、储运、交付建立了完整的技术规范与标准体系。这填补了我国长距离、规模化氢气管输成套技术与标准的空白，标志着我国氢气长输管道实现从单点技术攻关向体系化应用的关键跨越。
“本次发布的氢气管输工程成套技术，紧扣新建氢气管道、天然气管道掺氢评估与改造、氢气接入与交付、运行管理、维修维护、安全管理和完整性管理等工程核心需求，首次构建氢气管输工程技术图谱，它可以应用于新建氢气管道和在役天然气管道改输及其掺氢输送。”中国工程院院士、中国石油大学（北京）教授张来斌表示。
同步发布的标准体系及成套企业标准，全面覆盖氢气管道材料、设计、施工、安全、运维等全流程关键环节，为氢气管输工程试点示范、规模化推广提供权威规范的技术依据和标准支撑。
管道输送作为氢能“制储输用”的关键环节，是实现氢气大规模、长距离、高可靠运输的核心路径，更是“新型能源质能网”建设的重要组成部分。其对于完善新型能源体系、推动氢能产业规模化落地具有基础性支撑作用。
“国家管网集团持续推进氢能管输技术攻关与产业布局，目前已攻克高压临氢环境管道适应性评价、站场安全防护等技术难题，为氢气管输工程建设、运维管理提供了坚实的技术保障。”国家管网集团资深技术专家、研究总院副院长陈朋超表示。
据介绍，在氢能管输技术攻关与产业布局领域，国家管网集团依托“全国一张网”资源优势，目前已形成集核心技术、标准体系、试验平台于一体的综合能力。此次氢气管输工程成套技术与标准体系的发布，将有效破解我国氢气管输规模化发展的技术壁垒与标准瓶颈，有力支撑我国氢能产业化、规模化发展，为能源强国建设持续注入绿色“氢”动力。（
“十四五”能源高质量发展
电动汽车电池新国标7月落地，安全门槛再升级
中国首个高海拔光氢储一体化项目累计发电量超40亿千瓦时
全球首台5兆瓦级全碳型锂离子超级电容试验成功
装机占比超60% 新疆新能源产业活力迸发
1至5月云南新能源电池产业增加值同比增长78.2％
山西新能源全面“报量报价”参与现货市场
我国将启动2026年新能源汽车下乡
承德大力发展清洁能源产业",http://www.cpnn.com.cn/news/xny/202607/t20260701_1899009.html,中国电力新闻网-新能源,综合新能源,新能源,2026-07-01T17:05:05+00:00,,
世界首套！我国自研的水下焊接原位中子衍射研究装置投入使用--中国能源新闻网,2026-07-01,"世界首套！我国自研的水下焊接原位中子衍射研究装置投入使用--中国能源新闻网
中电传媒股份有限公司主办
世界首套！我国自研的水下焊接原位中子衍射研究装置投入使用
7月1日，我国自主研发的、世界首套水下焊接原位中子衍射研究装置在中国散裂中子源工程材料谱仪上投入使用，并顺利完成首次水下焊接过程原位观测实验。这标志着我国在水下焊接过程中的微观结构实时观测与核心焊接机理揭示方面取得重大突破，可为大型水下结构物水下焊接技术的自主可控及焊接质量提升提供科学支撑。
该装置由华南理工大学王振民教授团队联合中国散裂中子源科学中心李小虎、杜文婷团队共同研发，振海智能科技（珠海）有限公司负责制造。
水下焊接原位中子衍射研究装置。科技日报记者叶青摄
水下焊接是核电、海上风电、船舶、油气管线等大型水下结构物水下原位制造和运维的关键核心技术之一，是实现水下结构物应急以及永久修复的主要手段。随着我国海洋开发的不断深入，重大海洋基础设施水下维修的重要性日益凸显。
过去，水下焊接主要依赖“焊后取样”方式，即在水下完成焊接后截取样本返回实验室检测。“该方式由于缺乏过程数据，难以明确影响焊接质量的具体环境变量，导致业界对水下焊缝组织演化、裂纹萌生、形变失效等‘黑箱’问题的认知，长期依赖焊后离位推测。”团队核心成员廖海鹏说。
针对此，团队创新性提出研发水下焊接原位中子衍射研究装置。该装置旨在实验室环境中构建一个具备强穿透能力的“超级水下放大镜”，通过模拟真实的海洋水下环境，对水下焊接过程进行原位观测。“原位观测，即在焊接过程中可实时监测材料微观结构的动态变化。并在此之上，建立起从焊缝性能需求倒推工艺参数的闭环体系。”杜文婷介绍。
研究团队。科技日报记者叶青摄
经过3年多的攻关，团队先后攻克极端工况水下焊接制造、原位焊接装置与大型谱仪协同联动等核心技术难题。团队创新性地采用重水（D₂O）替代清水（H₂O）模拟水下环境，同时设计了一种中子束入射通道，让中子束得以在无水体干扰的路径中实现传输；开发出一种创新的原位观测策略，可获得不同位置、多个方向的微观结构演化规律；成功将自研水下焊接装备与工程材料谱仪精准适配，构建起国际首套水下焊接原位研究装置。
王振民表示，该装置聚焦水下焊接过程中微观组织与残余应力场的动态演化，首次揭示了多重复杂热循环下水下焊接应力-相变的实时耦合机制，可为水下焊接工艺优化与焊缝结构安全评估提供直接的实验证据。
值得一提的是，研发过程中，团队充分发挥中子衍射高穿透、高分辨的独特优势，实现了水下焊接熔池微观结构演变的动态原位观测，彻底打破了传统焊后离位分析的局限，使得动态建立水下焊接“工艺-组织-性能”精准映射模型成为可能。该研究成果不仅为大尺寸、高性能水下结构件的精准焊接制造与修复提供了核心技术支撑，更推动了我国水下焊接从依赖经验的“技艺”向数据驱动的“科学”转型。（
“十四五”能源高质量发展
水下机器人为海底电缆盖上“沙被”
我国成功研制出大面积全钙钛矿叠层光伏组件
太空建电站？中国有新突破
绿色科技支撑“低碳向未来”
我科研团队助力破解钙钛矿光伏产业化难题
新能源用高性能芳纶绝缘纸关键技术获突破
“科创中国新质生产力调研行”走进海博思创
电力负荷多层级协同智算技术取得重要突破",https://cpnn.com.cn/news/kj/202607/t20260701_1899004.html,中国电力新闻网-科技,综合科技,能源科技,2026-07-01T17:05:41+00:00,,
国内首套煤矿专用地面压裂撬装装备研发成功--中国能源新闻网,2026-07-01,"国内首套煤矿专用地面压裂撬装装备研发成功--中国能源新闻网
中电传媒股份有限公司主办
国内首套煤矿专用地面压裂撬装装备研发成功
记者近日获悉，依托第五届中央企业熠星创新创意大赛平台，中煤科工开采研究院有限公司联合天地科技股份有限公司、中煤科工（西安）开采工程技术有限公司，自主攻关的煤矿厚硬顶板地面压裂防治动压灾害成套技术与装备项目取得重要进展。项目成功研发出国内首套煤矿专用地面压裂撬装装备，为煤矿强矿压、冲击地压与矿震灾害防治提供了系统解决方案。
蒙陕是我国核心煤炭生产基地，区域内煤层上方普遍分布厚度30至100米的坚硬顶板岩层。以往井下爆破、短孔压裂等工艺，仅能治理巷道、煤层周边50米以内近场区域，难以对中高位顶板开展全域超前管控，成为制约煤矿安全生产的技术瓶颈。针对这一难题，研发团队接连攻克目标岩层精准识别、煤系地层专用压裂液、多场多参量联合监测等多项关键技术，量身打造国内首套煤矿专用地面压裂撬装装备。
中煤科工（西安）开采工程技术有限公司总经理刘勇介绍，该装备采用模块化撬装结构，最大作业排量可达15立方米/分钟。相较于传统油气压裂设备，其额定压力冗余削减70%以上，燃油能耗降低超20%，同时搭载远程一键启停功能，大幅提升设备工况适配能力、施工安全系数，有效压缩工程成本。
目前，该技术已在中煤大海则、延长石油巴拉素、伊泰红庆河、酸刺沟等蒙陕地区大型煤矿落地应用。（马爱平）
“十四五”能源高质量发展
我国又一特种机型重型燃机控制系统实现自主可控
机器学习筛选出两种新型超导材料
太阳能反应器在户外将废塑料转化为燃料
世界首套！我国自研的水下焊接原位中子衍射研究装置投入使用
水下机器人为海底电缆盖上“沙被”
我国成功研制出大面积全钙钛矿叠层光伏组件
太空建电站？中国有新突破
绿色科技支撑“低碳向未来”",https://cpnn.com.cn/news/kj/202607/t20260701_1899184.html,中国电力新闻网-科技,综合科技,能源科技,2026-07-01T17:05:34+00:00,,
国内首套煤矿专用地面压裂撬装装备研发成功--中国能源新闻网,2026-07-01,"国内首套煤矿专用地面压裂撬装装备研发成功--中国能源新闻网
中电传媒股份有限公司主办
国内首套煤矿专用地面压裂撬装装备研发成功
记者近日获悉，依托第五届中央企业熠星创新创意大赛平台，中煤科工开采研究院有限公司联合天地科技股份有限公司、中煤科工（西安）开采工程技术有限公司，自主攻关的煤矿厚硬顶板地面压裂防治动压灾害成套技术与装备项目取得重要进展。项目成功研发出国内首套煤矿专用地面压裂撬装装备，为煤矿强矿压、冲击地压与矿震灾害防治提供了系统解决方案。
蒙陕是我国核心煤炭生产基地，区域内煤层上方普遍分布厚度30至100米的坚硬顶板岩层。以往井下爆破、短孔压裂等工艺，仅能治理巷道、煤层周边50米以内近场区域，难以对中高位顶板开展全域超前管控，成为制约煤矿安全生产的技术瓶颈。针对这一难题，研发团队接连攻克目标岩层精准识别、煤系地层专用压裂液、多场多参量联合监测等多项关键技术，量身打造国内首套煤矿专用地面压裂撬装装备。
中煤科工（西安）开采工程技术有限公司总经理刘勇介绍，该装备采用模块化撬装结构，最大作业排量可达15立方米/分钟。相较于传统油气压裂设备，其额定压力冗余削减70%以上，燃油能耗降低超20%，同时搭载远程一键启停功能，大幅提升设备工况适配能力、施工安全系数，有效压缩工程成本。
目前，该技术已在中煤大海则、延长石油巴拉素、伊泰红庆河、酸刺沟等蒙陕地区大型煤矿落地应用。（马爱平）
“十四五”能源高质量发展
我国又一特种机型重型燃机控制系统实现自主可控
机器学习筛选出两种新型超导材料
太阳能反应器在户外将废塑料转化为燃料
世界首套！我国自研的水下焊接原位中子衍射研究装置投入使用
水下机器人为海底电缆盖上“沙被”
我国成功研制出大面积全钙钛矿叠层光伏组件
太空建电站？中国有新突破
绿色科技支撑“低碳向未来”",http://www.cpnn.com.cn/news/kj/202607/t20260701_1899184.html,中国电力新闻网-科技,综合科技,能源科技,2026-07-01T17:06:04+00:00,,
太阳能反应器在户外将废塑料转化为燃料--中国能源新闻网,2026-07-01,"太阳能反应器在户外将废塑料转化为燃料--中国能源新闻网
中电传媒股份有限公司主办
太阳能反应器在户外将废塑料转化为燃料
团队在真实环境中对太阳能反应器进行了研究，该反应器可将塑料废物转化为清洁氢燃料。图片来源：英国剑桥大学
在一项最新研究中，英国剑桥大学科学家在户外真实环境中，展示了如何利用太阳能将塑料废物转化为清洁的氢燃料。相关论文发表于最新一期《自然·化学工程》杂志。
团队此前已证明，他们开发的太阳能反应器可将塑料废物转化为清洁氢气和高价值工业化学品，但该技术一直囿于实验室规模。如今，他们首次在户外真实环境中展示了这一技术，为商业化之路奠定了坚实基础。
之前实验室演示仅使用了一个约25平方厘米、内载催化剂的小型反应器，而新装置面积大幅增至约1平方米，并在剑桥化学系外的自然阳光下通过测试。这也是该技术首次以可扩展方式在室外条件下运行。
与传统太阳能电池板不同，新装置并不发电，而是驱动一种化学反应，一边将废物转化为有用的产品，一边把水变成氢气。
新开发的太阳能面板可在室温下组装，无需专业设备。团队首先将吸光材料喷涂在玻璃面板上，再把特制的含钴和锆的分子前体装入类似家用的喷雾器中，像喷漆一样直接喷涂上去，形成催化涂层。
团队透露，经优化后整套工艺变得非常简单，只需一块喷涂好催化剂的大型太阳能面板，将其浸入特制溶液并置于阳光下，便可从塑料废物中产出氢气和其他有价值的化学品。工艺流程简单，而且极易扩大规模。
该反应器适用于从纤维素到碳酸饮料PET塑料瓶等多种材料，新喷涂方法大幅降低了反应器的制造成本，这对大规模生产至关重要。不过，在投入商业生产之前，仍需进一步提高反应器的耐用性与效率。（
“十四五”能源高质量发展
水下机器人为海底电缆盖上“沙被”
我国成功研制出大面积全钙钛矿叠层光伏组件
太空建电站？中国有新突破
绿色科技支撑“低碳向未来”
我科研团队助力破解钙钛矿光伏产业化难题
新能源用高性能芳纶绝缘纸关键技术获突破
“科创中国新质生产力调研行”走进海博思创
电力负荷多层级协同智算技术取得重要突破",https://cpnn.com.cn/news/kj/202607/t20260701_1899007.html,中国电力新闻网-科技,综合科技,能源科技,2026-07-01T17:05:39+00:00,,
我国又一特种机型重型燃机控制系统实现自主可控--中国能源新闻网,2026-07-01,"我国又一特种机型重型燃机控制系统实现自主可控--中国能源新闻网
中电传媒股份有限公司主办
我国又一特种机型重型燃机控制系统实现自主可控
近日，国电南自自主研制的GE增强燃烧型PG9171E重型燃机控制系统（TCS）在华电武昌分公司3号燃机成功投运，实现对原厂商控制系统100%自主可控，填补了国内在该特种机型的技术空白，以硬核原创技术打破国外技术垄断。
本次攻克的特种机型技术壁垒高、攻坚难度大。国电南自聚焦GE增强燃烧型PG9171E重型燃气轮机独有运行特性与核心控制机理，完成该机型全套燃机控制逻辑、保护逻辑的重构与定制适配。自主研发的CAN总线通讯模件，实现了阀门开度毫秒级精准控制，全面实现了该重型燃机控制系统关键软硬件的自主可控。
系统的成功投运，打通了特种增强型9E燃机控制系统自主可控的全链条技术路径，形成了可复制、可推广的标准化方案，这是国电南自践行能源装备自立自强战略的关键实践，标志公司燃机改造业务迈入原厂定制特种攻坚机型新阶段，进一步夯实了电力工控领域自主可控基础，为新型电力系统建设筑牢能源安全底座。（
“十四五”能源高质量发展
水下机器人为海底电缆盖上“沙被”
我国成功研制出大面积全钙钛矿叠层光伏组件
太空建电站？中国有新突破
绿色科技支撑“低碳向未来”
我科研团队助力破解钙钛矿光伏产业化难题
新能源用高性能芳纶绝缘纸关键技术获突破
“科创中国新质生产力调研行”走进海博思创
电力负荷多层级协同智算技术取得重要突破",https://cpnn.com.cn/news/kj/202607/t20260701_1899011.html,中国电力新闻网-科技,综合科技,能源科技,2026-07-01T17:05:36+00:00,,
我国又一特种机型重型燃机控制系统实现自主可控--中国能源新闻网,2026-07-01,"我国又一特种机型重型燃机控制系统实现自主可控--中国能源新闻网
中电传媒股份有限公司主办
我国又一特种机型重型燃机控制系统实现自主可控
近日，国电南自自主研制的GE增强燃烧型PG9171E重型燃机控制系统（TCS）在华电武昌分公司3号燃机成功投运，实现对原厂商控制系统100%自主可控，填补了国内在该特种机型的技术空白，以硬核原创技术打破国外技术垄断。
本次攻克的特种机型技术壁垒高、攻坚难度大。国电南自聚焦GE增强燃烧型PG9171E重型燃气轮机独有运行特性与核心控制机理，完成该机型全套燃机控制逻辑、保护逻辑的重构与定制适配。自主研发的CAN总线通讯模件，实现了阀门开度毫秒级精准控制，全面实现了该重型燃机控制系统关键软硬件的自主可控。
系统的成功投运，打通了特种增强型9E燃机控制系统自主可控的全链条技术路径，形成了可复制、可推广的标准化方案，这是国电南自践行能源装备自立自强战略的关键实践，标志公司燃机改造业务迈入原厂定制特种攻坚机型新阶段，进一步夯实了电力工控领域自主可控基础，为新型电力系统建设筑牢能源安全底座。（
“十四五”能源高质量发展
水下机器人为海底电缆盖上“沙被”
我国成功研制出大面积全钙钛矿叠层光伏组件
太空建电站？中国有新突破
绿色科技支撑“低碳向未来”
我科研团队助力破解钙钛矿光伏产业化难题
新能源用高性能芳纶绝缘纸关键技术获突破
“科创中国新质生产力调研行”走进海博思创
电力负荷多层级协同智算技术取得重要突破",http://www.cpnn.com.cn/news/kj/202607/t20260701_1899011.html,中国电力新闻网-科技,综合科技,能源科技,2026-07-01T17:06:06+00:00,,
